"TMP - VI name";;"TMP - string type";;"Key";;"English";;"Russian"
"FGV_REWORK_error_buffer.vi";;"Block Diagram";;"Description";;"Description";;"Description"
"FGV_REWORK_error_buffer.vi";;"Block Diagram";;"%y/%m/%d %H:%M:%S";;"%y/%m/%d %H:%M:%S";;"%y/%m/%d %H:%M:%S"
"FGV_REWORK_records_display.vi";;"Block Diagram";;"NOK";;"NOK";;"NOK"
"FGV_REWORK_records_display.vi";;"Block Diagram";;"UNEXPECTED TYPE";;"UNEXPECTED TYPE";;"UNEXPECTED TYPE"
"FGV_REWORK_records_display.vi";;"Block Diagram";;", ";;", ";;", "
"FGV_REWORK_records_display.vi";;"Block Diagram";;"OP";;"OP";;"OP"
"FGV_REWORK_records_display.vi";;"Block Diagram";;"Status";;"Status";;"Status"
"FGV_REWORK_records_display.vi";;"Block Diagram";;"Operator";;"Operator";;"Operator"
"FGV_REWORK_SQL_connection.vi";;"Block Diagram";;"Driver={%s};Server=%s;Database=%s;UID=%s;PWD=%s;";;"Driver={%s};Server=%s;Database=%s;UID=%s;PWD=%s;";;"Driver={%s};Server=%s;Database=%s;UID=%s;PWD=%s;"
"FGV_REWORK_SQL_connection.vi";;"Block Diagram";;"SELECT GETDATE()";;"SELECT GETDATE()";;"SELECT GETDATE()"
"FGV_REWORK_SQL_connection.vi";;"Block Diagram";;"trace_xe_action_map";;"trace_xe_action_map";;"trace_xe_action_map"
"FGV_REWORK_SQL_connection.vi";;"Block Diagram";;"trace_xe_event_map";;"trace_xe_event_map";;"trace_xe_event_map"
"FGV_REWORK_status_display.vi";;"Block Diagram";;"\nExecuted SQL statement: ";;"\nExecuted SQL statement: ";;"\nExecuted SQL statement: "
"FGV_REWORK_status_display.vi";;"Block Diagram";;" - ";;" - ";;" - "
"FGV_REWORK_status_display.vi";;"Block Diagram";;"%sOK%s";;"%sOK%s";;"%sOK%s"
"FGV_REWORK_status_display.vi";;"Block Diagram";;"%sWARNING: %d - %s%s";;"%sWARNING: %d - %s%s";;"%sWARNING: %d - %s%s"
"FGV_REWORK_status_display.vi";;"Block Diagram";;"%sERROR: %d - %s%s";;"%sERROR: %d - %s%s";;"%sERROR: %d - %s%s"
"hex_whitespace_in_string.vi";;"Block Diagram";;"0x%s ";;"0x%s ";;"0x%s "
"Hexlify.vi";;"Block Diagram";;"%08x";;"%08x";;"%08x"
"log_error_to_file.vi";;"Block Diagram";;"error.log";;"error.log";;"error.log"
"message_popup.vi";;"Block Diagram";;"F1 - ";;"F1 - ";;"F1 - "
"parse_error_code.vi";;"Block Diagram";;"\n\n";;"\n\n";;"\n\n"
"read_database_password.vi";;"Block Diagram";;"database_password.pass";;"database_password.pass";;"database_password.pass"
"REWORK_add_values_to_operations.vi";;"Block Diagram";;"Part Number";;"Part Number";;"Part Number"
"REWORK_add_values_to_operations.vi";;"Block Diagram";;"Batch Number";;"Batch Number";;"Batch Number"
"REWORK_add_values_to_operations.vi";;"Block Diagram";;"<no data>";;"<no data>";;"<no data>"
"REWORK_add_values_to_operations.vi";;"Block Diagram";;"Type";;"Type";;"Type"
"REWORK_add_values_to_operations.vi";;"Block Diagram";;"Min";;"Min";;"Min"
"REWORK_add_values_to_operations.vi";;"Block Diagram";;"Value";;"Value";;"Value"
"REWORK_add_values_to_operations.vi";;"Block Diagram";;"Max";;"Max";;"Max"
"REWORK_add_values_to_operations.vi";;"Block Diagram";;"Unit";;"Unit";;"Unit"
"REWORK_config_keys_to_cluster.vi";;"Block Diagram";;"Config parameter: "%s" in section: "%s" not found.";;"Config parameter: "%s" in section: "%s" not found.";;"Config parameter: "%s" in section: "%s" not found."
"REWORK_config_keys_to_cluster.vi";;"Block Diagram";;"Unexpected value for boolean while reading config file. Following value is incorrect:\nParameter: %s\nValue: %s";;"Unexpected value for boolean while reading config file. Following value is incorrect:\nParameter: %s\nValue: %s";;"Unexpected value for boolean while reading config file. Following value is incorrect:\nParameter: %s\nValue: %s"
"REWORK_create_menu_bar.vi";;"Block Diagram";;"Application";;"Application";;"Application"
"REWORK_create_menu_bar.vi";;"Block Diagram";;"Help";;"Help";;"Help"
"REWORK_create_menu_bar.vi";;"Block Diagram";;"placeholder";;"placeholder";;"placeholder"
"REWORK_create_menu_bar.vi";;"Block Diagram";;"Exit";;"Exit";;"Exit"
"REWORK_create_queues.vi";;"Block Diagram";;"REWORK_MAIN_queue";;"REWORK_MAIN_queue";;"REWORK_MAIN_queue"
"REWORK_create_queues.vi";;"Block Diagram";;"REWORK_SCANNER_queue";;"REWORK_SCANNER_queue";;"REWORK_SCANNER_queue"
"REWORK_create_queues.vi";;"Block Diagram";;"REWORK_SCANNER_data";;"REWORK_SCANNER_data";;"REWORK_SCANNER_data"
"REWORK_gear_status_number_to_description_and_enum.vi";;"Block Diagram";;"INTERRUPTED";;"INTERRUPTED";;"INTERRUPTED"
"REWORK_gear_status_number_to_description_and_enum.vi";;"Block Diagram";;"IN OPERATION";;"IN OPERATION";;"IN OPERATION"
"REWORK_get_operations_and_results.vi";;"Block Diagram";;"with cte_users (usr_id, usr_name)\nAS\n(\nselect ID, [USER_NAME] from USER_DATA\n	UNION\n	select ID, [USER_NAME] from USER_DATA_HISTORY\n)\nselect \nID, CREATION_TIME, STATION_NMB, OPERATION_STATUS, cte_users.usr_name\nfrom PRODUCTION_PARTS_OPERATIONS\nleft join cte_users on [USER_ID] = cte_users.usr_id\nwhere (PART_ID = '%s' AND STATION_NMB <> 30) OR (PART_ID = '%s' AND STATION_NMB = 30)\norder by ID";;"with cte_users (usr_id, usr_name)\nAS\n(\nselect ID, [USER_NAME] from USER_DATA\n	UNION\n	select ID, [USER_NAME] from USER_DATA_HISTORY\n)\nselect \nID, CREATION_TIME, STATION_NMB, OPERATION_STATUS, cte_users.usr_name\nfrom PRODUCTION_PARTS_OPERATIONS\nleft join cte_users on [USER_ID] = cte_users.usr_id\nwhere (PART_ID = '%s' AND STATION_NMB <> 30) OR (PART_ID = '%s' AND STATION_NMB = 30)\norder by ID";;"with cte_users (usr_id, usr_name)\nAS\n(\nselect ID, [USER_NAME] from USER_DATA\n	UNION\n	select ID, [USER_NAME] from USER_DATA_HISTORY\n)\nselect \nID, CREATION_TIME, STATION_NMB, OPERATION_STATUS, cte_users.usr_name\nfrom PRODUCTION_PARTS_OPERATIONS\nleft join cte_users on [USER_ID] = cte_users.usr_id\nwhere (PART_ID = '%s' AND STATION_NMB <> 30) OR (PART_ID = '%s' AND STATION_NMB = 30)\norder by ID"
"REWORK_get_operations_and_results.vi";;"Block Diagram";;"\n\n-----\n\n";;"\n\n-----\n\n";;"\n\n-----\n\n"
"REWORK_get_operations_and_results.vi";;"Block Diagram";;"with cte_archivisation (arch_id, arch_desc, arch_unit)\nAS\n(\n	select ID, [DESCRIPTION], UNIT from ARCHIVISATION_CFG\n	UNION\n	select ID, [DESCRIPTION], UNIT from ARCHIVISATION_CFG_HISTORY\n)\nselect \nID, OPERATION_ID, CREATION_TIME, cte_archivisation.arch_desc, 'REAL' as data_type, CAST(LOW_LIMIT as varchar), CAST([VALUE] as varchar), CAST(HIGH_LIMIT as varchar), cte_archivisation.arch_unit\nfrom PRODUCTION_PARTS_OPERATIONS_RESULTS_REAL\nleft join cte_archivisation on ARCHIVISATION_ID = cte_archivisation.arch_id\nwhere OPERATION_ID IN (%s)\nUNION\nselect\nID, OPERATION_ID, CREATION_TIME, cte_archivisation.arch_desc, 'STRING' as data_type, '-', [VALUE], '-', cte_archivisation.arch_unit\nfrom PRODUCTION_PARTS_OPERATIONS_RESULTS_STRING\nleft join cte_archivisation on ARCHIVISATION_ID = cte_archivisation.arch_id\nwhere OPERATION_ID IN (%s)\norder by data_type, ID";;"with cte_archivisation (arch_id, arch_desc, arch_unit)\nAS\n(\n	select ID, [DESCRIPTION], UNIT from ARCHIVISATION_CFG\n	UNION\n	select ID, [DESCRIPTION], UNIT from ARCHIVISATION_CFG_HISTORY\n)\nselect \nID, OPERATION_ID, CREATION_TIME, cte_archivisation.arch_desc, 'REAL' as data_type, CAST(LOW_LIMIT as varchar), CAST([VALUE] as varchar), CAST(HIGH_LIMIT as varchar), cte_archivisation.arch_unit\nfrom PRODUCTION_PARTS_OPERATIONS_RESULTS_REAL\nleft join cte_archivisation on ARCHIVISATION_ID = cte_archivisation.arch_id\nwhere OPERATION_ID IN (%s)\nUNION\nselect\nID, OPERATION_ID, CREATION_TIME, cte_archivisation.arch_desc, 'STRING' as data_type, '-', [VALUE], '-', cte_archivisation.arch_unit\nfrom PRODUCTION_PARTS_OPERATIONS_RESULTS_STRING\nleft join cte_archivisation on ARCHIVISATION_ID = cte_archivisation.arch_id\nwhere OPERATION_ID IN (%s)\norder by data_type, ID";;"with cte_archivisation (arch_id, arch_desc, arch_unit)\nAS\n(\n	select ID, [DESCRIPTION], UNIT from ARCHIVISATION_CFG\n	UNION\n	select ID, [DESCRIPTION], UNIT from ARCHIVISATION_CFG_HISTORY\n)\nselect \nID, OPERATION_ID, CREATION_TIME, cte_archivisation.arch_desc, 'REAL' as data_type, CAST(LOW_LIMIT as varchar), CAST([VALUE] as varchar), CAST(HIGH_LIMIT as varchar), cte_archivisation.arch_unit\nfrom PRODUCTION_PARTS_OPERATIONS_RESULTS_REAL\nleft join cte_archivisation on ARCHIVISATION_ID = cte_archivisation.arch_id\nwhere OPERATION_ID IN (%s)\nUNION\nselect\nID, OPERATION_ID, CREATION_TIME, cte_archivisation.arch_desc, 'STRING' as data_type, '-', [VALUE], '-', cte_archivisation.arch_unit\nfrom PRODUCTION_PARTS_OPERATIONS_RESULTS_STRING\nleft join cte_archivisation on ARCHIVISATION_ID = cte_archivisation.arch_id\nwhere OPERATION_ID IN (%s)\norder by data_type, ID"
"REWORK_get_operations_and_results.vi";;"Block Diagram";;"select PRODUCTION_BATCHES_OPERATIONS.OPERATION_ID, PRODUCTION_BATCHES_OPERATIONS.CREATION_TIME, REFERENCE.[VALUE], PRODUCTION_BATCHES.BATCH_NUMBER\nfrom PRODUCTION_BATCHES_OPERATIONS\nleft join PRODUCTION_BATCHES on PRODUCTION_BATCHES_OPERATIONS.BATCH_ID = PRODUCTION_BATCHES.ID\nleft join REFERENCE on PRODUCTION_BATCHES.REFERENCE_ID = REFERENCE.ID\nwhere OPERATION_ID IN (%s)\norder by PRODUCTION_BATCHES_OPERATIONS.ID";;"select PRODUCTION_BATCHES_OPERATIONS.OPERATION_ID, PRODUCTION_BATCHES_OPERATIONS.CREATION_TIME, REFERENCE.[VALUE], PRODUCTION_BATCHES.BATCH_NUMBER\nfrom PRODUCTION_BATCHES_OPERATIONS\nleft join PRODUCTION_BATCHES on PRODUCTION_BATCHES_OPERATIONS.BATCH_ID = PRODUCTION_BATCHES.ID\nleft join REFERENCE on PRODUCTION_BATCHES.REFERENCE_ID = REFERENCE.ID\nwhere OPERATION_ID IN (%s)\norder by PRODUCTION_BATCHES_OPERATIONS.ID";;"select PRODUCTION_BATCHES_OPERATIONS.OPERATION_ID, PRODUCTION_BATCHES_OPERATIONS.CREATION_TIME, REFERENCE.[VALUE], PRODUCTION_BATCHES.BATCH_NUMBER\nfrom PRODUCTION_BATCHES_OPERATIONS\nleft join PRODUCTION_BATCHES on PRODUCTION_BATCHES_OPERATIONS.BATCH_ID = PRODUCTION_BATCHES.ID\nleft join REFERENCE on PRODUCTION_BATCHES.REFERENCE_ID = REFERENCE.ID\nwhere OPERATION_ID IN (%s)\norder by PRODUCTION_BATCHES_OPERATIONS.ID"
"REWORK_get_operations_and_results.vi";;"Block Diagram";;"select REWORK_TO_STATION, DESCRIPTION \nfrom REWORK\nwhere LAST_STATION = '%s'\norder by REWORK_TO_STATION desc";;"select REWORK_TO_STATION, DESCRIPTION \nfrom REWORK\nwhere LAST_STATION = '%s'\norder by REWORK_TO_STATION desc";;"select REWORK_TO_STATION, DESCRIPTION \nfrom REWORK\nwhere LAST_STATION = '%s'\norder by REWORK_TO_STATION desc"
"REWORK_get_operations_and_results.vi";;"Block Diagram";;"GEAR NOT FOUND";;"GEAR NOT FOUND";;"GEAR NOT FOUND"
"REWORK_parse_message_for_single_message_display.vi";;"Block Diagram";;".";;".";;"."
"REWORK_parse_message_for_single_message_display.vi";;"Block Diagram";;"   ";;"   ";;"   "
"REWORK_parse_rework_commit_response.vi";;"Block Diagram";;"Rework Transaction was not commited, error in stored procedure, database state, or database configuration.";;"Rework Transaction was not commited, error in stored procedure, database state, or database configuration.";;"Rework Transaction was not commited, error in stored procedure, database state, or database configuration."
"REWORK_prepare_diagnostics_record_for_buffer.vi";;"Block Diagram";;"%.;%Y/%m/%d %H:%M:%S%4u";;"%.;%Y/%m/%d %H:%M:%S%4u";;"%.;%Y/%m/%d %H:%M:%S%4u"
"REWORK_read_main_ini_file.vi";;"Block Diagram";;"rework_config.ini";;"rework_config.ini";;"rework_config.ini"
